scenario_id,run_id,decision,reason,correct,time_sec,llm_time_sec,tests_passed,tests_failed,tests_total,canary_error_rate,canary_latency_ms,stable_error_rate,stable_latency_ms,nginx_error_rate,nginx_latency_ms,gh_actions_status,docker_logs,canary_version,log_lines,log_chars
S4,4,ROLLBACK,"[Canary: ROLLBACK] Error rate delta: +100.0%, Latency delta: +6540.1% indicates significant degradation | [Monitoring: ROLLBACK]",True,8.9175,8.916,7,5,12,1.0,5000.0,0.0,75.3,0.0,100.1,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,5,ROLLBACK,[Canary: CONTINUE]  | [Monitoring: ROLLBACK],True,10.3481,10.347,3,9,12,1.0,5000.0,0.0,75.2,0.02,177.4,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,6,ROLLBACK,[Canary: ROLLBACK] Error response from daemon: No such container: app-canary; Error rate: 100.0%; Average latency: 5000 ms; Latency delta: +7651.9% | [Monitoring: ROLLBACK],True,10.7783,10.778,3,9,12,1.0,5000.0,0.0,64.5,0.02,180.6,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,7,ROLLBACK,"[Canary: ROLLBACK] Degradation detected: error rate of 100.0% in canary version, with a delta of +100.0%, while exceeding the acceptable threshold of 5% and increasing latency by 6629.5% | [Monitoring: ROLLBACK]",True,14.3232,14.322,5,7,12,1.0,5000.0,0.0,74.3,0.02,182.0,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,8,ROLLBACK,[Canary: ROLLBACK] Degradation detected due to a significant increase in error rate (100.0%) and latency (5000 ms) compared to the baseline version. | [Monitoring: NONE],True,14.4938,14.493,8,4,12,1.0,5000.0,0.0,65.0,0.02,174.2,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,9,ROLLBACK,[Canary: ROLLBACK] Degradation detected with error rate of 100.0% and latency increase of 6777.6% compared to the baseline version. | [Monitoring: NONE],True,10.8759,10.876,7,5,12,1.0,5000.0,0.0,72.7,0.02,180.4,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S4,10,CONTINUE,"[Chain OK] Canary: CONTINUE, Monitoring: INVESTIGATE",False,9.9772,9.975,4,8,12,1.0,5000.0,0.0,62.8,0.02,174.0,failure,Error response from daemon: No such container: app-canary,broken_latency,1,57
S5,1,STABLE,"The new version container is performing within normal latency and error rate limits, with no recurring patterns in the logs.",True,5.6654,5.665,12,0,12,0.0,64.1,0.0,65.4,0.0,68.2,success,"172.18.0.1 - - [02/May/2026 20:43:41] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:43:41] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [02/May/2026 20:43:41] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,2,STABLE,,True,5.5249,5.525,12,0,12,0.0,65.3,0.0,66.9,0.0,65.1,success,"172.18.0.4 - - [02/May/2026 20:44:53] ""GET /metrics HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:44:53] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:44:53] ""GET /api/data HTTP/1.1"" ",stable,30,2068
S5,3,STABLE,"The new version container is operating within normal error and latency ranges, with no discernible errors or performance degradation. All instances are responding correctly to requests.",True,5.8849,5.884,12,0,12,0.0,64.5,0.0,63.6,0.0,66.2,success,"172.18.0.1 - - [02/May/2026 20:46:05] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [02/May/2026 20:46:05] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:46:05] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,4,STABLE,"New version deployment showed stable metrics and logs, with minor latency delta.",True,5.3331,5.333,12,0,12,0.0,67.5,0.0,66.5,0.0,67.7,success,"172.18.0.5 - - [02/May/2026 20:47:18] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:47:18] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:47:18] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,5,STABLE,"The application is running normally with stable version, low latency, and no errors detected from container logs.",True,5.5466,5.546,12,0,12,0.0,64.1,0.0,65.6,0.0,68.3,success,"172.18.0.1 - - [02/May/2026 20:48:30] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:48:30] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:48:30] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,6,STABLE,"Metrics and logs indicate no issues with stable version, low error rates and normal latency.",True,5.4417,5.441,12,0,12,0.0,71.3,0.0,70.4,0.0,70.6,success,"172.18.0.1 - - [02/May/2026 20:49:43] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [02/May/2026 20:49:43] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:49:43] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,7,STABLE,"The new version container is showing excellent stability with no error patterns in the Docker logs. Latency is within normal bounds, indicating successful deployment.",True,5.9285,5.928,12,0,12,0.0,60.6,0.0,62.2,0.0,63.3,success,"172.18.0.1 - - [02/May/2026 20:50:56] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:50:56] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [02/May/2026 20:50:56] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,8,STABLE,"The stable version container is performing well, with low error rates and acceptable latency. All logs appear to be successful requests.",True,6.6998,6.699,12,0,12,0.0,65.5,0.0,65.9,0.0,69.5,success,"172.18.0.1 - - [02/May/2026 20:52:08] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:52:08] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:52:09] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,9,STABLE,Both stable and new version containers are experiencing normal latency and no errors have been detected in the logs.,True,5.542,5.542,12,0,12,0.0,68.3,0.0,63.5,0.0,68.1,success,"172.18.0.5 - - [02/May/2026 20:53:44] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:53:44] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:53:44] ""GET /api/data HTTP/1.1""",stable,30,2068
S5,10,STABLE,"The new version container is stable, with no errors or significant degradation observed.",True,5.7074,5.707,12,0,12,0.0,62.7,0.0,62.7,0.0,64.9,success,"172.18.0.1 - - [02/May/2026 20:54:57] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 20:54:57] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [02/May/2026 20:54:57] ""GET /api/data HTTP/1.1""",stable,30,2068
S6,1,ROLLBACK,"[Monitoring->Diagnostics] A canary deployment issue occurred due to misconfigured Docker networking, resulting in a high error rate and latency spikes. The stable version was rolled back to mitigate the impact on users. Investigation into Docker networking configuration is recommended to prevent recurrence.",True,12.6646,12.664,2,10,12,1.0,5000.0,0.0,67.4,0.02,181.3,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,2,INVESTIGATE,"[Monitoring->Diagnostics] The application's new version experienced high error rates and latency issues due to an incorrect configuration of the app-canary container. A deep root cause analysis revealed a misconfigured Docker Compose file and network isolation issue, leading to a cascade of failures. Immediate action is required to correct the configuration and prevent further incidents.",True,14.1894,14.189,5,7,12,1.0,5000.0,0.0,62.4,0.02,179.5,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,3,INVESTIGATE,"[Monitoring->Diagnostics] A production incident occurred due to a series of human error and configuration inconsistencies, causing high error rates and latency issues. The issue was resolved by correcting the Docker daemon configuration, fixing DNS resolution issues, and updating deployment scripts. Reviewing logs and metrics provided valuable insights into identifying the root cause.",True,15.1809,15.18,5,7,12,1.0,5000.0,0.0,73.6,0.0,104.8,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,4,ROLLBACK,"[Monitoring->Diagnostics] The production incident was caused by misconfigured Docker service and incorrect referencing of the new application version, leading to increased error rates and latency. Immediate roll back to stable version has been initiated. Investigations are ongoing to prevent recurrence.",True,18.959,18.957,7,5,12,1.0,5000.0,0.0,65.9,0.0,98.5,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,5,INVESTIGATE,"[Monitoring->Diagnostics] New application version rollout experienced significant latency and error rates due to misconfigured canary deployment, causing 10% of users a high-severity impact. The incident has been assessed as not critical from a security perspective but still significant business-wise.",True,13.312,13.311,6,6,12,1.0,5000.0,0.0,74.1,0.02,182.2,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,6,INVESTIGATE,"[Monitoring->Diagnostics] A critical error occurred due to misconfigured container aliases, leading to significant latency and user dissatisfaction. The incident highlights the importance of thorough testing and review processes. Immediate action is required to correct the configuration issue and deploy a stable version.",True,14.2127,14.212,5,7,12,1.0,5000.0,0.0,71.8,0.0,104.8,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,7,INVESTIGATE,"[Monitoring->Diagnostics] A misconfigured Docker container and potential compatibility issues with the new application version caused a significant increase in errors and latency, resulting in a complete system failure for all users.",True,16.9776,16.977,7,5,12,1.0,5000.0,0.0,74.7,0.0,104.3,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,8,ROLLBACK,"[Monitoring->Diagnostics] A misconfigured environment variable led to an unregistered 'app-canary' container, causing high error rates and latency in the new version. The incident was resolved by rolling back the deployment to a stable version.",True,13.7246,13.724,7,5,12,1.0,5000.0,0.0,66.9,0.0,103.3,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,9,ROLLBACK,"[Monitoring->Diagnostics] A critical issue with app canary deployment caused widespread errors and latency, leading to a significant user impact. The root cause was identified as incorrect deployment scripts. Immediate action has been taken to correct the deployment process.",True,12.3641,12.363,5,7,12,1.0,5000.0,0.0,73.1,0.02,175.9,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S6,10,ROLLBACK,"[Monitoring->Diagnostics] A new version deployment resulted in high error rate and significant latency increase, likely due to misconfigured canary deployment. The incident was triggered by a 'No such container' error in the Docker logs. Rolling back the failed version will resolve the issue.",True,12.1864,12.185,4,8,12,1.0,5000.0,0.0,73.4,0.02,182.2,failure,Error response from daemon: No such container: app-canary,broken_memory,1,57
S7,1,CONTINUE,[Chain OK] Canary: CONTINUE,False,11.6087,11.608,12,0,12,0.04,72.3,0.0,66.9,0.01,68.4,success,"172.18.0.1 - - [02/May/2026 21:46:21] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 21:46:21] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 21:46:21] ""GET /api/data HTTP/1.1""",broken_edge,30,2099
S7,2,CONTINUE,[Chain OK] Canary: CONTINUE,False,11.2553,11.254,12,0,12,0.12,65.2,0.0,62.3,0.0,64.5,success,"172.18.0.1 - - [02/May/2026 21:47:39] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 21:47:39] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 21:47:39] ""GET /api/data HTTP/1.1""",broken_edge,30,2161
S7,3,CONTINUE,[Chain OK] Canary: CONTINUE,False,10.4938,10.493,12,0,12,0.1,66.9,0.0,65.0,0.02,67.2,success,"172.18.0.1 - - [02/May/2026 21:48:57] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 21:48:57] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [02/May/2026 21:48:57] ""GET /api/data HTTP/1.1""",broken_edge,30,2161
S7,4,ROLLBACK,[Canary: ROLLBACK] Error rate delta of +8.0% exceeds acceptable threshold of 5% and latency delta of +11.3% exceeds acceptable threshold of 30%,True,10.2955,10.294,12,0,12,0.08,71.2,0.0,64.0,0.01,67.2,success,"172.18.0.1 - - [02/May/2026 21:50:17] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 21:50:17] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 21:50:17] ""GET /api/data HTTP/1.1""",broken_edge,30,2130
S7,5,ROLLBACK,[Canary: ROLLBACK] Degradation detected due to high error rate (2.0%) and latency increase (13.5% above baseline) from canary version,True,9.7659,9.765,12,0,12,0.02,74.8,0.0,65.9,0.02,66.0,success,"172.18.0.1 - - [02/May/2026 21:51:40] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 21:51:40] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.5 - - [02/May/2026 21:51:40] ""GET /api/data HTTP/1.1""",broken_edge,30,2068
S7,6,CONTINUE,[Chain OK] Canary: CONTINUE,False,11.3833,11.382,12,0,12,0.12,70.6,0.0,76.4,0.01,73.9,success,"172.18.0.5 - - [02/May/2026 21:53:02] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 21:53:02] ""GET /api/data HTTP/1.1"" 200 -
[2026-05-02 21:53:03,011] WARNING in main: Data endpoint: marg",broken_edge,30,2161
S7,7,CONTINUE,[Chain OK] Canary: CONTINUE,False,11.314,11.313,12,0,12,0.04,73.3,0.0,68.8,0.01,70.3,success,"172.18.0.1 - - [02/May/2026 21:54:23] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 21:54:23] ""GET /api/data HTTP/1.1"" 200 -
[2026-05-02 21:54:23,372] WARNING in main: Data endpoint: marg",broken_edge,30,2099
S7,8,CONTINUE,[Chain OK] Canary: CONTINUE,False,10.4805,10.479,12,0,12,0.04,73.6,0.0,65.3,0.0,70.4,success,"172.18.0.1 - - [02/May/2026 21:55:43] ""GET /api/data HTTP/1.1"" 200 -
[2026-05-02 21:55:44,000] WARNING in main: Data endpoint: marginal error rate detected
172.18.0.1 - - [02/May/2026 21:55:44] ""[35m",broken_edge,30,2099
S7,9,CONTINUE,[Chain OK] Canary: CONTINUE,False,11.4074,11.406,12,0,12,0.1,69.4,0.0,69.1,0.03,69.0,success,"172.18.0.1 - - [02/May/2026 21:57:03] ""[35m[1mGET /api/data HTTP/1.1[0m"" 500 -
172.18.0.1 - - [02/May/2026 21:57:03] ""GET /api/data HTTP/1.1"" 200 -
[2026-05-02 21:57:03,296] WARNING in main: Data e",broken_edge,30,2236
S7,10,CONTINUE,[Chain OK] Canary: CONTINUE,False,10.5489,10.548,12,0,12,0.06,68.9,0.0,65.8,0.0,69.2,success,"172.18.0.4 - - [02/May/2026 21:58:21] ""GET /metrics HTTP/1.1"" 200 -
172.18.0.5 - - [02/May/2026 21:58:21] ""GET /api/data HTTP/1.1"" 200 -
172.18.0.1 - - [02/May/2026 21:58:21] ""GET /api/data HTTP/1.1"" ",broken_edge,30,2099

